gene_id	Apoly_gene	gene_symbol
g13319	Apoly006766	No_ID
g1332	Apoly019051	No_ID
g13321	Apoly006767	WHRN_HUMAN
g13326	Apoly006768	F1892_HUMAN
g13327	Apoly006769	ZO2_HUMAN
g13328	Apoly006770	POGK_HUMAN
g13331	Apoly006771	No_ID
g13334	Apoly006772	No_ID
g13338	Apoly006774	LORF1_MOUSE
g13339	Apoly006775	FRDA_MOUSE
g13340	Apoly006776	HMDH_BOVIN
g13342	Apoly006777	ANR31_HUMAN
g13344	Apoly006778	GCNT4_DANRE
g13346	Apoly006779	F169A_HUMAN
g13347	Apoly006780	No_ID
g13348	Apoly006781	No_ID
g13349	Apoly006782	APBA1_MOUSE
g1335	Apoly019053	CP131_DANRE
g13351	Apoly006783	PTAR1_DANRE
g13353	Apoly006784	MAMC2_HUMAN
g13354	Apoly006785	PGBD4_HUMAN
g13356	Apoly006786	ARI3A_DANRE
g13357	Apoly006787	PIAS2_HUMAN
g13358	Apoly006788	UB2L3_MOUSE
g13359	Apoly006789	YDJC_DANRE
g1336	Apoly019054	R213B_DANRE
g13360	Apoly006790	KAD6_MOUSE
g13361	Apoly006791	RAD17_PONAB
g13362	Apoly006792	CC125_DANRE
g13363	Apoly006793	LORF2_HUMAN
g13364	Apoly006794	ZBED5_BOVIN
g13368	Apoly006795	ISL1_RAT
g13369	Apoly006796	DTX3_PONAB
g1337	Apoly019055	No_ID
g13370	Apoly006797	GOLP3_HUMAN
g13371	Apoly006798	PDZD2_HUMAN
g13372	Apoly006799	ANPRC_RAT
g13375	Apoly006800	TCP4_CHICK
g13377	Apoly006801	UQCC3_DANRE
g13378	Apoly006802	ZFR_DANRE
g13379	Apoly006803	PERF_RAT
g1338	Apoly019056	NPL4_HUMAN
g13380	Apoly006804	ZBED4_MOUSE
g13381	Apoly006805	TF2H2_RAT
g13382	Apoly006806	MALD2_XENTR
g13384	Apoly006807	SDF2L_MOUSE
g13386	Apoly006808	No_ID
g13387	Apoly006809	TOP3B_HUMAN
g13388	Apoly006810	TOP3B_HUMAN
g13389	Apoly006811	PPM1F_MOUSE
g13391	Apoly006812	PI5L1_HUMAN
g13392	Apoly006813	PGBD4_HUMAN
g13395	Apoly006814	TCIM_BOVIN
g13397	Apoly006815	ADA28_MACFA
g13398	Apoly006816	PP2BC_HUMAN
g13399	Apoly006817	VP37B_MOUSE
g1340	Apoly019057	No_ID
g13400	Apoly006818	ABCB9_MOUSE
g13401	Apoly006819	GIN1_PONAB
g13403	Apoly006820	CAC1B_DIPOM
g13404	Apoly006821	CAC1A_RABIT
g13406	Apoly006822	CAC1B_RABIT
g13407	Apoly006823	PAXX_HUMAN
g13408	Apoly006824	ABCA2_RAT
g13410	Apoly006825	FUT7_MOUSE
g13411	Apoly006826	NPDC1_HUMAN
g13413	Apoly006827	NIBL1_MOUSE
g13416	Apoly006828	GOGA1_HUMAN
g13417	Apoly006829	RL35_HIPCM
g13418	Apoly006830	MA1B1_RAT
g13427	Apoly006831	LORF1_MOUSE
g13428	Apoly006832	EHMT1_HUMAN
g1343	Apoly019058	LMTK1_HUMAN
g13432	Apoly006833	No_ID
g13434	Apoly006834	OLM2A_XENTR
g13439	Apoly006835	GCNFA_DANRE
g1344	Apoly019059	BAIP2_RAT
g13442	Apoly006836	NR5A2_HUMAN
g13443	Apoly006837	AGRD2_HUMAN
g13449	Apoly006838	LHX2_MOUSE
g1345	Apoly019060	CHMP6_DANRE
g1346	Apoly019061	No_ID
g13460	Apoly006839	CRUM1_HUMAN
g13463	Apoly006840	GAPR1_HUMAN
g13464	Apoly006841	TBB1_GADMO
g13465	Apoly006842	BCL2_CHICK
g13467	Apoly006843	LMO42_XENTR
g1347	Apoly019062	No_ID
g13470	Apoly006844	CYR61_PANTR
g13472	Apoly006845	FKB15_HUMAN
g13473	Apoly006846	FG17_DANRE
g13475	Apoly006847	ENTP2_HUMAN
g13476	Apoly006848	NELFB_HUMAN
g13477	Apoly006849	ARRD1_HUMAN
g13478	Apoly006850	STXB1_RAT
g13479	Apoly006851	PPP6_RAT
g1348	Apoly019063	No_ID
g13480	Apoly006852	TRI39_MOUSE
g13483	Apoly006853	GSTA_PLEPL
g13488	Apoly006854	LORF2_HUMAN
g1349	Apoly019064	No_ID
g13490	Apoly006855	MEGF9_MOUSE
g13491	Apoly006856	No_ID
g13493	Apoly006857	SHLB2_HUMAN
g13494	Apoly006858	DPH7_MOUSE
g13495	Apoly006859	RM41_DANRE
g13496	Apoly006860	PLPL7_MOUSE
g13498	Apoly006861	No_ID
g13501	Apoly006862	GNA12_HUMAN
g13503	Apoly006863	GNA12_RAT
g13504	Apoly006864	ERN1_MOUSE
g13506	Apoly006865	CHSTC_XENLA
g13507	Apoly006866	EIF3B_HUMAN
g13508	Apoly006867	BRAT1_DANRE
g13509	Apoly006868	GRAP_HUMAN
g1351	Apoly019065	ABCA5_HUMAN
g13510	Apoly006869	SC5AA_PIG
g13511	Apoly006870	FA83G_XENLA
g13512	Apoly006871	SC5AA_MOUSE
g13513	Apoly006872	TC1A_CAEEL
g13514	Apoly006873	CTF18_XENLA
g13515	Apoly006874	CTF18_XENLA
g13518	Apoly006877	CSKI1_MOUSE
g1352	Apoly019066	ASB3_HUMAN
g13521	Apoly006878	SOCS1_MOUSE
g13522	Apoly006879	USMG5_HUMAN
g13523	Apoly006880	KPCB_DANRE
g13524	Apoly006881	ARAF_MOUSE
g13525	Apoly006882	IMP4_RAT
g13527	Apoly006883	RABL6_HUMAN
g13528	Apoly006884	TRAF2_MOUSE
g1353	Apoly019067	CJ088_HUMAN
g13533	Apoly006885	TENA_PIG
g13534	Apoly006886	TENA_CHICK
g13535	Apoly006887	B3GT2_HUMAN
g13536	Apoly006888	B3GT1_PONPY
g13537	Apoly006889	TESK1_HUMAN
g13539	Apoly006890	G2E3_HUMAN
g1354	Apoly019068	HTR1B_DANRE
g13540	Apoly006891	NSMF_DANRE
g13542	Apoly006892	CD53_HUMAN
g13544	Apoly006894	LMA2L_PONAB
g13545	Apoly006895	No_ID
g13546	Apoly006896	TBX3_CHICK
g13547	Apoly006897	TM2D2_DANRE
g13548	Apoly006898	HTRA1_BOVIN
g1355	Apoly019069	PKHA1_HUMAN
g13555	Apoly006899	ALPL_ARATH
g13559	Apoly006900	No_ID
g1356	Apoly019070	WAPL_HUMAN
g13560	Apoly006901	No_ID
g1357	Apoly019071	ATOH1_MOUSE
g13572	Apoly006902	UNC5D_HUMAN
g13576	Apoly006904	TNR22_MOUSE
g13578	Apoly006905	CYAC3_DANRE
g13579	Apoly006906	LOL2B_DANRE
g13581	Apoly006908	GOGA7_HUMAN
g13583	Apoly006909	SFRP1_MOUSE
g13592	Apoly006910	BEND5_XENLA
g13595	Apoly006911	ZBED1_HUMAN
g1360	Apoly019072	RTJK_DROME
g13601	Apoly006912	CUL9_HUMAN
g13603	Apoly006913	CUL9_HUMAN
g13604	Apoly006914	No_ID
g13605	Apoly006915	CUL9_HUMAN
g13606	Apoly006916	CUL9_HUMAN
g13608	Apoly006917	PIF1_HUMAN
g13614	Apoly006919	No_ID
g13618	Apoly015031	HV02_XENLA
g13619	Apoly015032	HV05_CARAU
g1362	Apoly019073	STXB_SYNHO
g13622	Apoly015033	HVC33_HUMAN
g13623	Apoly015034	HV459_HUMAN
g13626	Apoly015035	ITA3_HUMAN
g13627	Apoly015036	GBGT1_CHICK
g1363	Apoly019074	STXB_SYNVE
g13632	Apoly015037	HV307_HUMAN
g13641	Apoly015038	HVC33_HUMAN
g13644	Apoly015039	No_ID
g13645	Apoly015040	HVC33_HUMAN
g13646	Apoly015041	HV146_HUMAN
g13647	Apoly015042	HVCM_HETFR
g13648	Apoly015043	IGHM_HUMAN
g13649	Apoly015044	IGHM_RABIT
g13650	Apoly015045	MUCM_RABIT
g13651	Apoly015046	MUCM_ICTPU
g13652	Apoly015047	LORF1_HUMAN
g13653	Apoly015048	HVC33_HUMAN
g13661	Apoly015049	HV05_CARAU
g13667	Apoly015050	HV02_XENLA
g13669	Apoly015051	HV348_HUMAN
g1367	Apoly019075	GRID1_HUMAN
g13670	Apoly015052	CY561_PIG
g13672	Apoly015053	BTD_TAKRU
g13674	Apoly015054	TANC2_HUMAN
g13677	Apoly015055	DCOR_BOVIN
g13678	Apoly015056	RARAB_DANRE
g13682	Apoly015058	PS11A_DANRE
g13683	Apoly015059	RIPA_XENLA
g13685	Apoly015060	CD5R1_BOVIN
g13687	Apoly015061	NSF_CRIGR
g13691	Apoly015062	THA_HIPHI
g13693	Apoly015063	DUS3_PONAB
g13694	Apoly015064	PRL_DICLA
g13697	Apoly015066	BRSK2_MOUSE
g13698	Apoly015067	CPT1A_HUMAN
g13699	Apoly015068	CPT1A_HUMAN
g137	Apoly018231	CNTD1_HUMAN
g13700	Apoly015069	No_ID
g13701	Apoly015070	PIHD1_DANRE
g13702	Apoly015071	SYT1_PONAB
g13703	Apoly015072	FRIM_SALSA
g13704	Apoly015073	A16A1_BOVIN
g13705	Apoly015074	KAT7_HUMAN
g13706	Apoly015075	TKN1_CARAU
g13707	Apoly015076	GHSR_PIG
g13708	Apoly015077	ECI1_RAT
g13709	Apoly015078	DNAS1_OREMO
g1371	Apoly019076	LITD1_HUMAN
g13710	Apoly015079	NAA60_DANRE
g13712	Apoly015080	TRAF7_HUMAN
g13713	Apoly015081	CSKI1_RAT
g13715	Apoly015082	KPRB_RAT
g13716	Apoly015083	NEB2_RAT
g13718	Apoly015084	GBG13_MOUSE
g13719	Apoly015085	RD23A_BOVIN
g13721	Apoly015087	NFIX_HUMAN
g13734	Apoly015088	G45IP_RAT
g13735	Apoly015089	TT39A_DANRE
g13736	Apoly015090	TSN1_MOUSE
g13738	Apoly015091	ZN653_MOUSE
g13739	Apoly015092	SWAP1_HUMAN
g13740	Apoly015093	EPOR_PIG
g13741	Apoly015094	RAB3C_HUMAN
g13742	Apoly015095	TM205_DANRE
g13743	Apoly015096	ELOF1_MOUSE
g13744	Apoly015097	CNN1_MOUSE
g13746	Apoly015099	TM56B_DANRE
g13751	Apoly015101	PLPR5_MOUSE
g13755	Apoly015102	No_ID
g13758	Apoly015103	NFIL3_DANRE
g13759	Apoly015104	NFIL3_XENTR
g13762	Apoly015105	RGL1_MOUSE
g13763	Apoly015106	RGL1_MOUSE
g13764	Apoly015107	CTL2_SALSA
g13765	Apoly015108	GCDH_BOVIN
g13767	Apoly015109	SYFA_DANRE
g13768	Apoly015110	ILF3_DANRE
g13769	Apoly015111	PF2R_SHEEP
g13772	Apoly015112	WIZ_HUMAN
g13773	Apoly015113	WIZ_HUMAN
g13775	Apoly015114	PGRP2_MOUSE
g13777	Apoly015115	PGRP2_MOUSE
g13778	Apoly015116	TPPC5_HUMAN
g13779	Apoly015117	MCLN1_MOUSE
g13781	Apoly015118	No_ID
g13782	Apoly015119	No_ID
g13784	Apoly015120	PKN2_DANRE
g13786	Apoly015121	TGBR3_MOUSE
g13787	Apoly015122	GFI1B_MOUSE
g13788	Apoly015123	DX39A_RAT
g1379	Apoly019077	PRP2_SOYBN
g13790	Apoly015124	CYR61_HUMAN
g13793	Apoly015125	MYH9_HUMAN
g13795	Apoly015127	S238A_DANRE
g13796	Apoly015128	RSSA_SPAAU
g13797	Apoly015129	UBN1_HUMAN
g13798	Apoly015130	UBN2_BOVIN
g13799	Apoly015131	TRIR_HUMAN
g138	Apoly018232	COA3_DANRE
g13801	Apoly015133	HOOK2_XENLA
g13804	Apoly015134	JUNB_CYPCA
g13805	Apoly015135	RBP_CHICK
g13809	Apoly015136	MAST1_MOUSE
g13810	Apoly015137	G3ST1_BOVIN
g13811	Apoly015138	SMCA4_HUMAN
g13812	Apoly015139	LDLR1_XENLA
g13813	Apoly015140	KRI1_DANRE
g13814	Apoly015141	SPC24_DANRE
g13815	Apoly015142	S1PR1_RAT
g13819	Apoly015144	FXD3A_XENLA
g13824	Apoly015145	GIMA4_HUMAN
g13825	Apoly015146	HMGX4_HUMAN
g13826	Apoly015147	ANR54_DANRE
g13827	Apoly015148	No_ID
g13828	Apoly015149	FXRD2_DANRE
g13829	Apoly015150	HMOX_TAKRU
g13830	Apoly015151	MCM5_XENTR
g13831	Apoly015152	KBL_HUMAN
g13832	Apoly015153	TOM1_CHICK
g13834	Apoly015154	CP045_PONAB
g13835	Apoly015155	PIRK5_CHICK
g13836	Apoly015156	NET1_PIG
g13840	Apoly015157	UBP43_HUMAN
g13841	Apoly015158	MCHR1_RAT
g13842	Apoly015159	GRB2_RAT
g13844	Apoly015160	BPTF_HUMAN
g13845	Apoly015161	IMA1_MOUSE
g13846	Apoly015162	SMUF2_DANRE
g13847	Apoly015163	DDX5_MOUSE
g13848	Apoly015164	EVPL_MOUSE
g13849	Apoly015165	SNAT_CHICK
g13850	Apoly015166	MYH10_MOUSE
g13851	Apoly015167	DDX47_MOUSE
g13852	Apoly015168	WBP11_DANRE
g13853	Apoly015169	K1C13_ONCMY
g13854	Apoly015170	PKHF1_RAT
g13855	Apoly015171	OSTCN_SPAAU
g13856	Apoly015172	MGP_ARGRE
g13858	Apoly015173	CNCG_HUMAN
g13860	Apoly015174	RAI3_HUMAN
g13861	Apoly015175	RFOX2_MOUSE
g13863	Apoly015176	CD9_MOUSE
g13865	Apoly015177	EMP2_PANTR
g13866	Apoly015178	GSG1L_DANRE
g13868	Apoly015180	TCF20_HUMAN
g13872	Apoly015182	NMDE2_MOUSE
g13874	Apoly015183	FMC1_XENTR
g13875	Apoly015184	HEBP1_XENTR
g13876	Apoly015185	WBP2_HUMAN
g13877	Apoly015186	ZP4_PIG
g13878	Apoly015187	RRP7A_MOUSE
g13879	Apoly015188	PDIP3_HUMAN
g13880	Apoly015189	F234B_CHICK
g13881	Apoly015190	EMRE_HUMAN
g13882	Apoly015191	NDUA6_BOVIN
g13883	Apoly015192	TARA_MOUSE
g13884	Apoly015193	NOL12_DANRE
g13885	Apoly015194	SRBP2_DANRE
g13886	Apoly015195	GIMA4_HUMAN
g13887	Apoly015196	CC134_XENTR
g13890	Apoly015198	MEII1_MOUSE
g13891	Apoly015199	ANKF1_HUMAN
g13892	Apoly015200	GIMA7_HUMAN
g13893	Apoly015201	ERD23_DANRE
g13894	Apoly015202	KCJ12_MOUSE
g13896	Apoly015203	SOX10_CHICK
g13897	Apoly015204	RPAB2_PONAB
g13898	Apoly015205	MILK1_HUMAN
g13899	Apoly015206	GGA1_HUMAN
g139	Apoly018233	WNK4_MOUSE
g13900	Apoly015207	GGA1_MOUSE
g13901	Apoly015208	DDX17_MOUSE
g13903	Apoly015210	T184B_HUMAN
g13904	Apoly015211	KC1E_CHICK
g13905	Apoly015212	TNR6B_MOUSE
g13907	Apoly015214	CAR10_HUMAN
g13910	Apoly015216	BORG5_BOVIN
g13912	Apoly015218	LEG1_CAPHI
g13913	Apoly015219	PICK1_RAT
g13914	Apoly015220	PLB_DRYCN
g13915	Apoly015221	No_ID
g13916	Apoly015222	GUC2C_PIG
g13918	Apoly015223	PMM1_MOUSE
g13919	Apoly015224	CSDC2_HUMAN
g13920	Apoly015225	RPC8_HUMAN
g13921	Apoly015226	ACON_RAT
g13922	Apoly015227	TOB2_HUMAN
g13923	Apoly015228	TEF_CHICK
g13924	Apoly015229	Z3H7B_HUMAN
g13926	Apoly015230	No_ID
g13927	Apoly015231	RAGP1_XENLA
g13928	Apoly015232	CHADL_MOUSE
g13929	Apoly015233	RBX1_MOUSE
g13930	Apoly015234	F10A1_CHICK
g13931	Apoly015235	XPP3_MOUSE
g13933	Apoly015237	EP300_HUMAN
g13934	Apoly015238	CBX7_HUMAN
g13935	Apoly015239	TOP3A_HUMAN
g13936	Apoly015240	SMR8A_DANRE
g13937	Apoly015241	BUD31_RAT
g13938	Apoly015242	HAP28_HUMAN
g13939	Apoly015243	GLYC_SHEEP
g13940	Apoly015244	GLYC_MOUSE
g13944	Apoly015245	CPSF4_HUMAN
g13945	Apoly015246	ATPK_MOUSE
g13946	Apoly015247	IDH3A_BOVIN
g13948	Apoly015248	S29A4_DANRE
g13949	Apoly015249	TNC18_MOUSE
g13951	Apoly015250	ACTB_OREMO
g13953	Apoly015251	FSCN1_HUMAN
g13955	Apoly015252	RN216_HUMAN
g13956	Apoly015253	SMUF1_HUMAN
g13957	Apoly015254	MYH16_CANLF
g13958	Apoly015255	WIPI2_CHICK
g13960	Apoly015257	PAQRA_MOUSE
g13961	Apoly015258	AP5Z1_HUMAN
g13962	Apoly015259	CAR11_MOUSE
g13964	Apoly015261	CHSTC_MOUSE
g13965	Apoly015262	PGBD2_HUMAN
g13968	Apoly015263	RFOX1_DANRE
g13969	Apoly015264	PLAK_XENLA
g13972	Apoly015265	CSN1_MOUSE
g13973	Apoly015266	CSN1_XENLA
g13974	Apoly015267	SCMC3_MOUSE
g13975	Apoly015268	PDXD1_DANRE
g13976	Apoly015269	ERF3A_MOUSE
g13977	Apoly015270	ERF3A_HUMAN
g13978	Apoly015271	ERF3A_HUMAN
g13979	Apoly015272	TM238_MOUSE
g1398	Apoly019079	GRID1_MOUSE
g13980	Apoly015273	RRN3_HUMAN
g13981	Apoly015274	STXB4_HUMAN
g13983	Apoly015275	PEPL_HUMAN
g13984	Apoly015276	PEPL_HUMAN
g13985	Apoly015277	PEPL_MOUSE
g13986	Apoly015278	GLYR1_DANRE
g13987	Apoly015279	ROGDI_DANRE
g13988	Apoly015280	No_ID
g13989	Apoly015281	MYL4_PIG
g13990	Apoly015282	SC4AB_DANRE
g13991	Apoly015283	SC4AB_TETNG
g13992	Apoly015284	SOMA_SPAAU
g13993	Apoly015285	CDC27_BOVIN
g13994	Apoly015286	TAU_SPECI
g13995	Apoly015287	CRFR1_CHICK
g13997	Apoly015288	AQP1_HUMAN
g13998	Apoly015289	SNG1_RAT
g13999	Apoly015290	No_ID
g14	Apoly018188	COE3_MOUSE
g140	Apoly018234	VPS25_DANRE
g1400	Apoly019080	GRID1_HUMAN
g14000	Apoly015291	IFNA3_ONCMY
g14001	Apoly015292	RDM1_DANRE
g14004	Apoly015293	PLTP_HUMAN
g14005	Apoly015294	ITA3_BOVIN
g14006	Apoly015295	GBGT1_CHICK
g14008	Apoly015296	ABI1_HUMAN
g14009	Apoly015297	CC103_DANRE
g14010	Apoly015298	RHG27_RAT
g14011	Apoly015299	CTX_SEPES
g14012	Apoly015300	SAM14_HUMAN
g14013	Apoly015301	No_ID
g14015	Apoly015302	PSMD3_MOUSE
g14016	Apoly015303	LRC3B_MOUSE
g14017	Apoly015304	WNK4_RAT
g14018	Apoly015305	No_ID
g14021	Apoly015306	No_ID
g14022	Apoly015307	PROP_MOUSE
g14024	Apoly015309	SOCS7_HUMAN
g14025	Apoly015310	No_ID
g14026	Apoly015311	IMB1_MOUSE
g14028	Apoly015312	FXL19_MOUSE
g14029	Apoly015313	FXL19_MOUSE
g14031	Apoly015315	UBC12_XENTR
g14032	Apoly015316	TRI25_MOUSE
g14033	Apoly015317	UTP18_MOUSE
g14034	Apoly015318	WIPF2_MOUSE
g14035	Apoly015319	No_ID
g14036	Apoly015320	NR1D1_BOVIN
g14037	Apoly015321	MED15_DANRE
g14038	Apoly015322	THOC6_DANRE
g14041	Apoly015324	ZN208_HUMAN
g14045	Apoly015325	STX1B_RAT
g14049	Apoly015326	ZNF12_MOUSE
g14050	Apoly015327	ZN180_HUMAN
g14051	Apoly015328	K1C13_ONCMY
g14053	Apoly015329	K1C13_ONCMY
g14054	Apoly015330	K1C13_ONCMY
g14055	Apoly015331	K1C13_ONCMY
g14058	Apoly015332	K1C17_HUMAN
g14059	Apoly015333	MBTD1_XENTR
g14061	Apoly015334	No_ID
g14062	Apoly015335	No_ID
g14063	Apoly015336	SPNS1_DANRE
g14064	Apoly015337	NF2IP_HUMAN
g14065	Apoly015338	SGF29_RAT
g14067	Apoly015340	DOC2A_HUMAN
g14068	Apoly015341	ZN358_HUMAN
g14069	Apoly015342	PRRT2_PONAB
g14070	Apoly015343	No_ID
g14073	Apoly015344	ACTS2_HETCR
g14074	Apoly015345	No_ID
g14076	Apoly015346	MVP_ICTPU
g14077	Apoly015347	MVP_ICTPU
g14078	Apoly015348	CSKI2_MOUSE
g14079	Apoly015349	CSKI2_HUMAN
g14081	Apoly015350	GIMA8_MOUSE
g14082	Apoly015351	No_ID
g14083	Apoly015352	MET23_XENLA
g14084	Apoly015353	JMJD6_DANRE
g14086	Apoly015354	CASC3_DANRE
g14089	Apoly015356	RPGFL_MOUSE
g14091	Apoly015358	KAT8_HUMAN
g14092	Apoly015359	RNF25_MOUSE
g14093	Apoly015360	ANC2_HUMAN
g14094	Apoly015361	RAB35_RAT
g14095	Apoly015362	SRRM2_HUMAN
g14096	Apoly015363	AR6P1_MOUSE
g14097	Apoly015364	FUS_BOVIN
g14098	Apoly015365	POLS2_HUMAN
g14099	Apoly015366	PRSS8_RAT
g141	Apoly018235	RHG27_HUMAN
g14100	Apoly015367	SRSF2_CHICK
g14101	Apoly015368	GIMA7_HUMAN
g14102	Apoly015369	EIF1B_PIG
g14103	Apoly015370	No_ID
g14104	Apoly015371	MFS11_MACFA
g14106	Apoly015372	UBAD2_HUMAN
g14107	Apoly015373	FXJ1A_DANRE
g14109	Apoly015374	NAGA_DANRE
g14110	Apoly015375	CAN15_MOUSE
g14112	Apoly015376	CAN15_MOUSE
g14113	Apoly015377	CAN15_HUMAN
g14114	Apoly015378	JMJD8_MOUSE
g14115	Apoly015379	PRSS8_RAT
g14116	Apoly015380	HSP71_ORYLA
g14117	Apoly015381	TAOK2_XENLA
g14118	Apoly015382	CDIPT_MOUSE
g14119	Apoly015383	MAZ_HUMAN
g1412	Apoly019081	ZAN_HUMAN
g14120	Apoly015384	NLK2_XENTR
g14121	Apoly015385	FA57B_HUMAN
g14122	Apoly015386	SH2B1_RAT
g14123	Apoly015387	ATX2L_MOUSE
g14124	Apoly015388	XYLT1_PANTR
g14126	Apoly015389	No_ID
g14127	Apoly015390	No_ID
g14128	Apoly015391	ZSCA2_MOUSE
g1413	Apoly019082	CCSE2_HUMAN
g14130	Apoly015392	RB40C_HUMAN
g14131	Apoly015393	PIGQ_MOUSE
g14132	Apoly015394	EF2KT_HUMAN
g14133	Apoly015395	ALG1_HUMAN
g14134	Apoly015396	CP089_DANRE
g14135	Apoly015397	TT30A_DANRE
g14136	Apoly015398	No_ID
g14141	Apoly015399	GSG1L_DANRE
g14143	Apoly015400	PLCL2_HUMAN
g14144	Apoly015401	PLCL2_MOUSE
g14145	Apoly015402	PLCL2_HUMAN
g14147	Apoly015404	KCNH4_HUMAN
g14148	Apoly015405	RAB5C_MOUSE
g14149	Apoly015406	KAT2A_HUMAN
g14150	Apoly015407	DHX58_HUMAN
g1416	Apoly019083	DRD1L_OREMO
g14162	Apoly015408	Z385D_HUMAN
g14163	Apoly015409	KBRS2_DANRE
g14164	Apoly015410	DNJC7_HUMAN
g14165	Apoly015411	TTC25_DANRE
g14166	Apoly015412	CN37_MOUSE
g14167	Apoly015413	ACLY_MOUSE
g14168	Apoly015414	KLH11_MOUSE
g14169	Apoly015415	5NT3B_HUMAN
g1417	Apoly019084	DRD5L_TAKRU
g14170	Apoly015416	5NT3_DANRE
g14171	Apoly015417	FKB10_MOUSE
g14172	Apoly015418	SC65_MOUSE
g14173	Apoly015419	ADA11_MOUSE
g14174	Apoly015420	P43_XENBO
g14176	Apoly015421	STAC2_MOUSE
g14177	Apoly015422	FXL20_MOUSE
g14178	Apoly015423	CDK12_HUMAN
g14189	Apoly015425	NDF2_DANRE
g14192	Apoly015427	STAR3_DANRE
g14193	Apoly015428	MREG_DANRE
g14195	Apoly015429	TELT_BOVIN
g14196	Apoly015430	RPRML_DANRE
g14197	Apoly015431	ITB3_MOUSE
g14198	Apoly015432	ITB3_MOUSE
g14199	Apoly015433	MEL2A_DANRE
g142	Apoly018236	RHG27_MOUSE
g1420	Apoly019086	No_ID
g14200	Apoly015434	TLK2_DANRE
g14201	Apoly015435	MRC2_HUMAN
g14203	Apoly015436	MRC2_HUMAN
g14209	Apoly015437	RND2_MOUSE
g14210	Apoly015438	VAT1_DANRE
g14211	Apoly015439	VAT1_DANRE
g14214	Apoly015441	DTX3_PONAB
g14215	Apoly015442	PHB_CHICK
g14216	Apoly015443	ZN652_MOUSE
g14218	Apoly015444	PHOP1_DANRE
g14219	Apoly015445	U5S1_MOUSE
g1422	Apoly019087	TNKS2_HUMAN
g14229	Apoly015446	CXG1_HUMAN
g1423	Apoly019088	LECT2_HUMAN
g14230	Apoly015447	SIA8F_HUMAN
g14231	Apoly015448	SIA8F_HUMAN
g14232	Apoly015449	SIA8E_PANTR
g14233	Apoly015450	No_ID
g14234	Apoly015451	RL19_RAT
g14236	Apoly015452	CACB1_RAT
g14237	Apoly015453	ARL5B_MOUSE
g14238	Apoly015454	PLDX1_MOUSE
g14239	Apoly015455	LASP1_RABIT
g14247	Apoly015457	RHG21_XENTR
g14251	Apoly015458	RHG23_HUMAN
g14252	Apoly015459	HEXIM_DANRE
g14253	Apoly015460	PLD3A_DANRE
g14254	Apoly015461	NMT1_HUMAN
g14255	Apoly015462	RETST_DANRE
g14256	Apoly015463	RETST_DANRE
g14257	Apoly015464	CDK6_MOUSE
g14259	Apoly015465	SVIL_HUMAN
g1426	Apoly019089	COCA1_NOTVI
g14260	Apoly015466	TMM98_BOVIN
g14263	Apoly015467	KCNJ3_CHICK
g14265	Apoly015468	ZN281_HUMAN
g14267	Apoly015469	HEG_DANRE
g14269	Apoly015470	MPP3_HUMAN
g1427	Apoly019090	HCAR2_MOUSE
g14270	Apoly015471	ASIC2_DANRE
g14278	Apoly015472	ASIC2_DANRE
g14280	Apoly015473	No_ID
g14281	Apoly015474	ASB16_MOUSE
g14282	Apoly015475	TMUB1_XENTR
g14283	Apoly015476	AT7L3_DANRE
g14284	Apoly015477	UBF1_RAT
g14285	Apoly015478	B3AT_ONCMY
g14286	Apoly015479	MIEN1_MOUSE
g14287	Apoly015480	GIMA8_HUMAN
g1429	Apoly019091	STXB4_HUMAN
g14290	Apoly015481	TNR16_CHICK
g14297	Apoly015482	NXPH1_RAT
g143	Apoly018237	MF13A_CHICK
g14304	Apoly015483	SPOP_PONAB
g14309	Apoly015484	NDUA4_DANRE
g14310	Apoly015485	S35B1_DANRE
g14311	Apoly015486	F117A_MOUSE
g14312	Apoly015487	RUN3A_MOUSE
g14316	Apoly015488	R113A_HUMAN
g14317	Apoly015489	STRAA_HUMAN
g14318	Apoly015490	DDX42_XENLA
g14319	Apoly015491	LIMD2_BOVIN
g1432	Apoly019092	HLF_MOUSE
g14320	Apoly015492	M3K3_MOUSE
g14322	Apoly015493	GFAP_DANRE
g14323	Apoly015494	KCNH6_CHICK
g14324	Apoly015495	DCAF7_MOUSE
g14325	Apoly015496	CCD47_DANRE
g14326	Apoly015497	SET1A_HUMAN
g14328	Apoly015498	TB10B_HUMAN
g14329	Apoly015499	MLRS_CHICK
g14330	Apoly015500	SESQ1_HUMAN
g14331	Apoly015501	CD2B2_MOUSE
g14333	Apoly015503	No_ID
g14334	Apoly015504	PR14L_HUMAN
g14335	Apoly015505	TM265_HUMAN
g14336	Apoly015506	RUS1_MOUSE
g14337	Apoly015507	ELOB_RAT
g14338	Apoly015508	HARB1_RAT
g14339	Apoly015509	No_ID
g1434	Apoly019093	HLF_HUMAN
g14340	Apoly015510	ARMC5_RAT
g14341	Apoly015511	COX6A_CYPCA
g14343	Apoly015512	PERF_HUMAN
g14344	Apoly015513	PERF_HUMAN
g14345	Apoly015514	PERF_MOUSE
g14347	Apoly015515	PAQR4_HUMAN
g14348	Apoly015516	COR1A_BOVIN
g14349	Apoly015517	CLD4_MOUSE
g1435	Apoly019094	No_ID
g14350	Apoly015518	PP1A_RAT
g14351	Apoly015519	KMT5C_XENLA
g14352	Apoly015520	No_ID
